term,inpopular freq,popular freq
luz encerra,1,0
para apagarlo,1,0
outro ah,1,0
pa verse,1,0
veracruz,1,0
la antorcha,6,0
lo saciaron,1,0
saciaron,1,0
los espero,4,0
lloraste delante,1,0
quemado el,1,0
parejas no,1,0
antorcha los,4,0
arca de,1,0
2 los,1,0
que sufrir,2,0
fruto sabe,1,0
encerra o,1,0
os fumando,1,0
sorpresas porque,1,0
un cofre,1,0
life bitch,1,0
amargo vine,1,0
up word,2,0
caros â,1,0
un guante,1,0
verse,2,2
buscando menudo,1,0
mis dudas,1,0
verisure en,1,0
querosã ©,1,0
compasiã³n ninguna,1,0
delante habã,1,0
que alberga,1,0
buscando y,1,0
da sorpresas,1,0
ferris bueller,1,0
casi me,3,0
ah hasta,1,0
de mares,1,0
noventeros bitch,1,0
un igloo,4,0
bueller intento,1,0
ferris,1,0
sobre este,1,0
pa pagarlo,2,0
un chulo,7,0
arca,1,0
sorpresas,3,0
talco,2,0
cara se,1,0
chulo,14,1
yo quise,1,0
ziontifik for,1,0
sabe amargo,1,0
de noã,1,0
vuelta y,1,0
bakalas,4,0
salen caros,1,0
porque compasiã³n,1,0
suelo quemado,1,0
valgo pero,1,0
guante repleto,1,0
crucã ©,1,0
prende,2,0
noventeros si,2,0
como bakalas,4,0
viejas,2,0
barrio saben,1,0
pacho,1,0
vez en,7,0
â alguna,1,0
chulo con,2,0
suben pero,1,0
mil dunas,1,0
media vuelta,1,0
1 en,1,0
os malos,1,0
igloo como,4,0
de querosã,1,0
matarme con,4,0
ferras pacho,1,0
almas pa,1,0
viejo veracruz,1,0
intro ah,1,0
nto tienen,1,0
up â,1,0
se dieron,2,0
ah la,1,0
azul no,2,0
intento entrar,1,0
me dejaron,3,0
me hacen,5,0
se cierren,1,1
to seguro,1,0
final ya,1,0
sea azul,1,0
pintura,4,0
chulo pero,2,0
dorado que,1,0
rociar,1,0
ziontifik,1,0
se prende,1,0
repleto,4,0
a demostrarles,1,0
estribillo si,7,0
caben,2,0
pah,1,0
o bagaje,1,0
quince aã,3,0
menudo desgraciado,1,0
pacho viejo,1,0
noã,1,0
leã os,1,0
muerte si,1,0
todas mis,2,1
un ermitaã,1,0
de talco,1,0
dunas por,1,0
dudas no,1,0
y buscando,1,0
heridas demasia,1,0
querosã,1,0
lã as,2,0
freddy krueger,2,0
el arca,1,0
que valgo,4,0
a matarme,5,0
el ferras,1,0
sufrir dos,1,0
â pah,1,0
caben viejas,1,0
pusiste cianuro,1,0
nos ve,1,0
adidas nada,1,0
cofre dorado,1,0
hacen sentir,1,0
as libres,1,0
eh â,3,0
encerra,1,0
saben de,5,0
pagarlo,2,0
ferras,1,0
malos del,1,0
for life,3,0
rayas,2,1
bueller,1,0
ni suben,1,0
mesa que,1,0
borracho los,2,0
talco y,1,0
dejaron solo,1,0
el vaso,2,1
noã ©,1,0
repleto de,3,0
bakalas noventeros,4,0
verse vacã,1,0
rayas en,1,0
o tengo,1,0
sentir to,1,0
s rayas,1,0
no rociar,1,0
cianuro casi,1,0
ah yeah,2,0
yeah ah,13,0
si vienen,6,0
jefe de,4,0
ermitaã,1,0
yo vivo,10,3
muriã³ buscando,1,0
verso 2,2,0
verisure,1,0
igloo,4,0
rã as,2,0
ve no,1,0
chavo pa,2,0
ermitaã o,1,0
alberga todas,1,0
estar para,2,0
dunas,1,0
llama no,1,0
pintar todo,1,0
lloraste,1,0
este suelo,2,1
adidas,2,1
krueger,2,0
desgraciado de,1,0
caã por,1,0
seguro verisure,1,0
desgraciado,1,0
dieron media,1,0
quince,6,1
noventeros,4,0
quise encender,1,0
viejas parejas,1,0
cierren,1,1
prende fuego,1,0
cuerpo sea,1,0
espero yo,4,0
cambiar hasta,1,0
mares caã,1,0
up ah,1,0
saciaron muriã³,1,0
cierren heridas,1,0
bagaje si,1,0
vaso pusiste,1,0
fuego el,2,0
todo borracho,1,0
n va,4,1
alberga,1,0
tengo miedo,3,2
matarme,6,0
compasiã³n,3,1
como ferris,1,0
cofre,2,0
puente ah,2,0
fumando leã,1,0
demasia o,1,1
pero delante,1,0
cianuro,1,0
apagarlo,1,0
errores salen,1,0
rociar de,1,0
© cientos,1,0
yo pensaba,1,0
en cuando,6,0
yeah ziontifik,1,0
nada va,6,0
dos almas,1,0
media,18,1
que hablo,5,0
vez lloraste,1,0
ninguna â,1,0
cientos de,3,1
antorcha,6,0
mar pero,1,0
un ocã,1,0
sombra abusã³,1,0
nadie para,1,0
oh la,2,0
esa gente,3,0
son detalles,1,0
imitã ©,1,0
predecible,1,0
abusã³ del,1,0
paredã³n seguro,1,0
algunos pa,1,0
de kilos,1,0
© gano,1,0
mayorã,5,1
poner,19,4
pa ganarse,1,0
em feel,17,0
tennis,1,0
han llorado,1,0
los deseos,1,0
pormenores cuatro,1,0
jugarse el,1,0
el lã,7,1
justâ let,1,0
que poner,3,1
pero han,2,0
acechando escãºchalas,1,0
direcciã³n en,1,0
salvarte de,2,0
clavarã,1,0
youâ re,18,0
from let,14,0
acechando,1,0
pormenores,1,0
me rap,19,0
amos recados,1,0
por estos,2,0
otorgã³ querã,1,0
mentiras y,2,0
© borrar,1,0
cuchillo no,1,0
cumplen los,1,1
gente sude,1,0
la mayorã,5,1
escoger roles,1,0
se pilla,1,0
unos pa,1,0
camino por,3,0
esconden,5,1
mano del,2,0
salvarte,2,0
gano jugarse,1,0
tradiciã³n,3,0
it ride,2,0
detalles,7,1
parches la,1,0
dos si,4,0
de orã,1,0
borrar,5,0
noche recorriendo,1,0
coming from,17,0
from vivo,1,0
sude,2,0
caben dos,1,0
escoger,1,0
con timidez,1,0
cumplamos hermano,1,0
esconden mis,1,0
pidieron,2,0
casa no,2,0
hermano aunque,1,0
sã³lo les,1,0
hienas van,1,0
gas sobra,1,0
ah van,2,0
roles te,1,0
figuras paternas,1,0
hienas,2,0
let it,3,0
las fuentes,1,0
a quitarme,1,0
kilos de,9,0
armas sã³lo,2,0
del diablo,1,5
una direcciã³n,1,0
mite,2,2
timidez figuras,1,0
outro rap,1,0
les son,1,0
bmw,3,0
recorriendo,1,0
saco el,1,0
borrar de,1,0
gestos que,2,0
que imitã,1,0
me justâ,1,0
estos sueã,2,0
para coser,1,0
cae abajo,1,0
escãºchalas,1,0
midiendo,2,1
coser,1,1
sobra trabajo,1,0
where youâ,17,0
mentira es,2,0
â se,2,3
cumplamos,1,0
rap with,20,0
como photoshop,1,0
pagar el,2,0
recorriendo el,1,0
les hacã,1,0
pilla la,2,0
roles,1,0
tãºnel,3,0
estos pormenores,1,0
paternas sobre,1,0
falta un,2,1
tradiciã³n let,1,0
paredã³n,1,0
bolso de,1,0
estarã el,1,0
photoshop,2,0
le otorgã³,1,0
dinero bro,1,0
un bmw,1,0
del poder,4,0
recuerdo cada,3,0
tus armas,1,0
de tennis,1,0
esos parches,1,0
yeah â,2,0
vida son,4,2
cuatro mentiras,1,0
un bolso,1,0
barrio de,2,0
pidieron to,1,0
pa salvarte,1,0
deseos que,1,0
van midiendo,1,0
paternas,1,0
detalles para,1,0
empezarã n,1,0
moneda cae,1,0
flores ah,1,0
que intentã,1,0
orã ©,1,0
dejar dinero,1,0
se empezarã,1,0
diablo sã,1,0
pa pagar,1,0
recados,1,0
justâ,1,0
predecible por,1,0
la moneda,2,0
los cumplamos,1,0
re coming,17,0
fuentes â,1,0
poner flores,1,0
cuero de,1,1
el ambiente,7,1
imitã,1,1
mayorã a,5,1
otorgã³,1,0
quitarme todo,1,0
el cuero,1,1
escãºchalas ah,1,0
clavarã ©,1,0
pan algunos,1,0
timidez,3,1
el gas,8,0
parches,1,0
fuentes,1,0
las hienas,1,0
que esconden,1,0
currando,3,3
un palazo,1,0
ride â,1,0
youâ,19,0
re,19,1
llorado,1,0
photoshop predecible,1,0
abusã³,1,0
midiendo tus,1,0
tumba no,1,0
abajo de,1,0
por tradiciã³n,1,0
palazo,1,0
intentã ©,1,0
direcciã³n,6,0
a escoger,1,0
coming,17,0
â zas,1,0
currando dejar,1,0
feel where,17,0
aunque la,2,0
visto el,2,0
ambiente se,2,0
jugarse,1,0
ano con,1,0
cuã les,1,0
tãºnel recuerdo,1,0
figuras,1,0
â let,1,0
actos en,1,0
zas,1,0
mis actos,5,1
para niã,1,1
recados de,1,0
tennis y,1,0
bro unos,1,0
el tãºnel,1,0
lã mite,2,2
que pidieron,2,0
estribillo let,2,0
tuve quizã,1,0
dã³nde estarã,3,0
lo clavarã,1,0
bmw hacã,1,0
palazo en,1,0
se come,3,1
que estarã,2,0
coser esos,1,0
al paredã³n,1,0
van acechando,1,0
come una,1,0
ganarse el,2,0
de estos,6,0
cuello currando,1,0
llorado un,1,0
frustrado,3,1
de puntillas,1,0
walkman de,1,0
s pequeã,1,0
frustrado y,2,1
sillas de,2,0
puntos miradas,4,0
calisto y,1,0
veces quiã,1,0
ores trabajo,1,0
queda por,2,1
kanji de,1,0
aste,6,0
dafne me,1,0
darse cuenta,5,0
un libro,8,0
presa del,2,0
os escribir,4,0
nãºcleo que,1,0
mirarse al,1,0
ndose su,1,0
dale diecisã,1,0
cada puta,1,0
perder puntos,4,0
desde aquella,1,0
indefenso,2,0
tãº dale,1,0
gestos mã,1,0
loop en,1,0
crescendo â,1,0
solos en,8,0
buscã³ recuerdos,1,0
hacen el,1,0
roban la,1,0
o decidiã³,1,0
el sitio,1,1
del mã³vil,1,0
dejã³ ir,1,0
busco la,3,3
decidiã³ atarme,1,0
grande calisto,1,0
la tensiã³n,4,1
merienda a,1,0
espejo me,3,0
s o,2,0
parque ya,1,0
su madre,5,0
madre en,1,0
tan tonto,1,0
imagen su,1,0
n daã,2,0
cuervo ergo,1,0
dã ndose,3,0
trabajo para,1,0
sin mentir,1,0
quince euros,1,0
por decir,2,0
puã os,10,2
decir si,3,0
la lista,1,0
escribir un,5,0
beso le,1,0
tan bajo,1,0
va ah,1,0
gritando regresa,1,0
define el,2,0
tensiã³n en,1,0
no ganas,1,0
cã³mo perder,4,0
is al,3,0
ores,2,0
todos duermen,4,0
casi besa,1,0
define,3,2
volviendo como,1,0
darse,5,1
borracho del,1,0
este cristal,1,0
el borracho,1,1
redondo como,1,0
frenã ©,2,0
el beat,6,3
arte me,1,0
estaba frustrado,1,0
crescendo,1,0
calle sigue,1,1
a aquel,1,1
siento arriba,1,0
loop,5,1
como sillas,1,0
os desde,1,0
aplausos,2,0
bendiciã³n,2,3
para pagar,3,0
mentir tãº,1,0
ya y,4,1
sobre cã³mo,4,0
hiciste en,1,0
mã cuesta,1,0
de bebã,1,0
estribillo oro,2,0
recuerdos en,3,0
escribir cada,1,0
panorama desde,1,0
puntillas,1,0
s puede,2,0
n solos,4,0
cristal redondo,1,0
storie,1,0
he sanado,1,0
damas y,1,0
nunca dejã³,1,0
si sabes,1,1
ve tan,1,0
© queda,1,0
abajo como,1,1
por quince,1,0
intento escribir,1,0
kaiosama â,1,0
puedes jugarte,1,0
mirarse,1,0
sigue in,1,0
regresa pronto,1,0
observo el,1,0
vida por,5,4
puto cargador,1,0
te hice,2,0
repite b,1,0
los puã,7,0
merezco busco,1,0
kaiosama,1,0
escribir el,1,0
indefenso y,1,0
la merezco,1,0
ah ya,1,0
siento abajo,1,0
sanado,1,0
desde este,1,0
supe,5,4
b intento,1,0
rostro casi,1,0
hice presa,1,0
aquella imagen,1,0
observo,3,1
ah oro,2,0
duermen juntos,4,0
tonto son,1,0
el kanji,1,0
merienda,1,0
besa,2,0
volviendo,4,0
oro entre,4,0
dano que,1,0
no busco,10,2
el storie,1,0
para darse,4,0
mis errores,3,1
aunque todavã,1,0
seã ores,2,0
reconocerlo pero,1,0
viejo kaiosama,1,0
el panorama,6,0
cargador del,1,0
sonrisa del,1,0
pero todos,7,2
al dano,1,0
vi volviendo,1,0
atarme,2,0
dafne,1,0
lista es,1,0
pierdo como,1,0
matan pero,4,0
el viejo,1,1
ir me,1,0
puede enseã,1,0
sony siempre,1,0
primer beso,2,1
la redenciã³n,1,0
cuervo,2,5
la merienda,1,0
sayonara quã,1,0
os hacen,1,0
y dafne,1,0
nãºcleo,2,0
son veinte,1,0
ahora el,2,1
busco bendiciã³n,1,0
es grande,2,5
nunca supe,1,1
nea sin,1,0
o niã,1,0
fondo ahora,1,0
sillas,2,0
duermen,11,0
jugarte la,1,0
entre los,12,0
aquel crã,1,0
in crescendo,1,0
kanji,1,0
un loop,3,1
como mirarse,1,0
sayonara,1,0
bajo que,1,0
pronto observo,1,0
beat aunque,1,0
sitio mã,1,0
un nãºcleo,1,0
y seã,2,0
cuesta reconocerlo,1,0
de sayonara,1,0
puta lã,1,0
lista,6,0
libro sobre,4,0
tensiã³n,8,2
del cuervo,1,1
te pierdo,1,0
aplausos pa,1,0
de sony,2,0
le roban,1,0
errores la,2,0
un walkman,1,0
s importante,4,0
redenciã³n en,1,0
atarme cayã³,1,0
pa las,1,0
juntos para,4,0
puntillas dã,1,0
storie buscã³,1,0
su primer,1,0
â puedes,1,0
reconocerlo,1,0
jugarte,1,0
besa el,1,0
ventana gritando,1,0
del verbo,1,0
me frenã,1,0
que define,2,0
pagar mis,1,0
panorama,7,0
daã aste,1,0
yeah todo,1,0
frenã,2,0
regresa,1,0
calisto,1,0
cayã³,2,0
cargador,1,0
sanado eso,1,0
supe escribir,1,0
cayã³ tan,1,0
o indefenso,1,0
enseã arte,1,1
aste es,1,0
bendiciã³n yo,1,0
verbo no,1,0
ah aplausos,1,0
te odia,3,0
hacen trampas,1,0
den oye,1,0
traficar con,1,0
bardem azules,1,0
nietos pagarã,1,0
borbã³n periodistas,1,0
cien clanes,1,0
funk antes,1,0
n polã,1,0
armas como,1,0
sã a,2,0
un plan,11,2
cordel si,1,0
con armas,2,0
entreno,4,1
fruto no,1,0
estribillo se,2,0
los polis,6,0
odia mã,1,0
aquã tontos,1,0
terror en,8,0
naciã³n aquã,1,0
un furgã³n,1,0
el edã,2,1
igual eso,1,0
a sol,1,0
se refleja,8,0
y acabaron,1,0
coche blindado,1,0
salã³n con,1,0
temo al,2,0
iban con,1,0
unos borrachos,1,0
polis,9,0
marco el,1,0
javier bardem,1,0
joder cuidado,1,0
llegando tarde,1,0
tren tãº,1,0
n vuelta,1,0
esos insultos,1,0
bien cien,1,0
entreno mientras,1,0
tontos como,1,0
ticos corruptos,1,0
falto de,2,0
un badã,1,0
sol cada,1,0
atocha,1,0
da de,3,0
y terror,8,0
que da,6,2
terror,15,0
periodistas hacen,1,0
al seã,2,0
envenenada que,1,0
al verdugo,2,0
rimas gordas,2,0
madrugar,1,0
gordas no,1,0
pan prefiero,1,0
el volver,1,0
no estudiar,1,0
verdugo ni,1,0
aceite,2,0
ni traficar,1,0
lope,2,0
que una,5,7
la falta,3,0
pagarã,1,0
al salã³n,2,0
estã quien,1,0
kilã³metro,1,0
te irã,3,0
indultos es,1,0
veo madurar,1,0
acabaron,1,0
parodia marco,1,0
la naciã³n,4,0
tarde a,2,0
borrachos sampleando,1,0
aceite mantequilla,1,0
lope ni,1,0
drogan,1,1
acabaron siendo,1,0
robar digo,1,0
repente bien,1,0
a joder,6,0
derrota o,1,0
amor soy,2,0
y madrugar,1,0
bombas en,3,0
traficar,1,0
parodia,2,0
cielo se,6,0
insultos sus,1,0
el tren,2,2
tontos,7,2
aznar,1,1
kilã³metro un,1,0
refleja paz,8,0
se levantaron,1,0
javier,2,0
cordel,1,0
paz guerra,8,0
corruptos,4,1
tampoco en,2,0
o verdes,1,0
me alejo,2,0
atocha por,1,0
sartã,2,0
les den,1,0
siendo unos,1,0
viviendo nuestra,1,0
sampleando,1,0
polã ticos,5,0
nietos,3,0
badã ©,1,0
alejo,2,0
yugo,2,1
seã or,14,1
tragedia,3,0
yugo del,1,0
bardem,1,0
penã ©,2,0
alejo del,1,0
furgã³n,1,0
en atocha,1,0
vuestros nietos,1,0
refleja,11,0
borrachos,5,0
color cielo,6,0
dolor estoy,1,0
iban,3,0
or pero,1,0
una parodia,1,0
levantaron,1,0
de aznar,1,0
verdes a,1,0
ticos,13,2
como harã,1,0
mientras veo,1,0
marco,9,0
drogan el,1,0
victoria llegando,1,0
badã,1,0
funk,2,3
recojo,3,1
ganar o,1,0
una tragedia,1,0
trampas por,1,0
memoria del,1,0
la sartã,2,0
envenenada,1,0
estoy mal,5,0
blindado de,1,0
sartã ©,2,0
curro al,1,0
veces estoy,1,0
blindado,1,0
verdes,5,1
de aceite,1,0
insultos,2,0
casa falto,1,0
del patrã³n,1,0
cada kilã³metro,1,0
y guapo,1,0
sampleando funk,1,0
yo javier,1,0
religiones y,1,0
cil ocultar,1,0
ojos color,8,0
historia si,1,0
vuelta a,2,1
ocultar el,1,0
bulto suave,1,0
oye y,1,0
el dioni,1,0
coche perros,1,0
corruptos vuestros,1,0
el cordel,1,0
penã,3,0
© lope,2,0
religiones,1,0
furgã³n trabajo,1,0
tampoco al,1,0
el yugo,1,0
vuestros,5,2
patrã³n por,1,0
nuestra historia,3,1
n esos,2,0
del curro,3,0
guapo hermano,1,0
de memoria,2,0
eres penã,1,0
estudiar ni,1,0
tempo en,1,0
azules o,1,0
infierno ni,1,0
el harã,1,0
bulto,2,0
pagarã n,1,0
y bruto,1,0
solitario me,1,0
prefiero robar,1,0
dioni,1,0
indultos,1,0
gordas,3,0
bruto entreno,1,0
recojo el,1,0
levantaron un,1,0
doler si,1,0
morder la,1,0
perder da,1,0
que rogar,1,0
tipo solitario,1,0
guerra amor,8,0
madrugar iban,1,0
o perder,1,0
patrã³n,3,0
borbã³n,1,0
n todo,1,0
periodistas,2,0
perros en,1,0
eres rico,1,0
con morder,1,0
polis que,1,0
mano envenenada,1,0
el bien,2,0
un borbã³n,1,0
plan y,3,1
digo bombas,1,0
la victoria,3,1
sus indultos,1,0
buscando rimas,1,0
volver recojo,1,0
clanes drogan,1,0
salã³n,7,0
suave y,1,0
dioni se,1,0
como es,7,7
el bulto,1,0
tragedia eso,1,0
aznar ganar,1,0
las religiones,1,0
eso va,1,0
rogar el,1,0
canto poco,1,0
prometo habrã,1,0
blanco o,2,0
nos pusieron,1,0
soy cosecha,1,0
paz en,6,1
inadaptados,1,0
l tengo,1,0
pequeã as,2,2
pusieron,4,0
matarã tu,1,0
gente como,2,0
acertijos mi,1,0
culpe de,1,0
equivocaron y,1,0
ochenta,5,0
vertida mil,1,0
esta rabia,1,0
a explicarte,1,0
pertenece a,1,1
dentro â,1,0
beatmakers,1,0
la prã,1,0
rimando,2,0
veis negro,1,0
estoy rimando,2,0
o desde,1,0
as depresiones,1,0
lado esto,1,0
verã n,7,2
frica hice,1,0
rappers que,3,0
vertida,1,0
tu cara,4,1
rap le,1,0
ilusiones busquã,1,0
que veis,2,0
plato preferido,1,0
eso somos,1,0
despedã as,1,0
o blanco,1,0
tratado mal,1,0
tan cruel,1,1
seis ahora,1,0
ctica o,1,0
palpã ©,1,0
aron a,3,1
universo hasta,1,0
justicia y,1,0
desde niã,1,1
beige hacemos,1,0
estas energã,1,0
sol tuve,1,0
toma estas,1,0
habrã paz,1,1
de sentir,5,1
prã ctica,3,1
vosotros,11,4
en gente,1,0
abrazarte y,2,0
pido a,3,2
depresiones sã,1,0
o nos,4,1
estã inspirada,1,0
amigos y,4,0
ordenada y,1,0
entresijos propios,1,0
l beige,1,0
hacemos estos,1,0
fueron perdonados,1,0
vosotros siempre,1,0
cara te,2,0
ordenada,1,0
y sus,11,3
matar ã,1,0
juntos por,1,4
beatmakers a,1,0
siento mejor,1,0
guardaba desde,1,0
ya verã,6,2
rimando y,1,0
mierda y,9,0
rabia deja,1,0
paz ordenada,1,0
o tirando,1,1
hay paz,1,0
los locos,3,0
beige,1,0
que cerca,1,0
princesa diez,1,0
algo aã,1,0
dã³nde pero,2,0
veis,4,2
vivo de,4,2
propios,2,0
como intentan,1,0
al dolor,1,1
se equivocaron,1,0
y calma,1,0
conocimos con,1,0
acuerdas de,2,0
frente y,3,0
cã³mo soy,1,0
siempre sonrã,1,0
el sistema,8,2
perdonados,1,0
nada tengo,1,0
calma esta,1,0
personas como,3,0
de entresijos,1,0
as nos,1,1
hice tu,1,0
equivocaron,1,0
no fueron,1,0
me despedã,1,0
te culpe,1,0
basa en,1,0
que estuvieron,1,0
letras para,1,0
an peor,1,0
ver mi,2,2
© dã³nde,3,0
centro y,1,0
locos y,4,0
inspirada en,1,0
mitad de,4,1
mãºsica se,2,1
recuerdo aquella,1,0
alma como,2,0
rambla,1,0
pertenece,5,1
de princesa,1,0
estuvieron,1,0
la teorã,1,0
ha tratado,1,0
poco al,1,0
se basa,1,0
mcs,28,11
cosecha del,1,0
mi mãºsica,10,2
propios acertijos,1,0
despedã,1,0
os palpã,1,0
inadaptados a,1,0
sientes dolor,1,0
ti yo,1,3
no tãº,2,0
perdonados si,1,0
ahora bã,1,0
nos volveremos,1,0
mejor me,1,0
fue sientes,1,0
hijos tambiã,1,0
pusieron juntos,1,0
cruel que,1,0
sistema no,1,1
sonrisa de,2,0
sonrisas verã,1,0
hacen letras,1,0
por vosotros,1,0
estuvieron a,1,0
ochenta y,2,0
somos especiales,2,0
grima vertida,1,0
pasa algo,3,0
y pasa,3,0
los beatmakers,1,0
esa maã,1,0
ã frica,3,1
palabra que,3,0
entresijos,1,0
peor y,1,0
mal cariã,1,0
estos versos,7,1
inspirada,1,0
los rappers,2,4
intentan matar,1,0
teorã a,2,0
que guardaba,1,0
culpe,1,0
y seis,1,0
tratado,2,0
escribo noto,1,0
la rambla,1,0
de abrazarte,2,0
del ochenta,1,0
palpã,1,0
paz aquã,1,0
su centro,1,0
os despuã,4,0
basa,1,0
cosecha,1,1
una paz,2,0
mil sonrisas,1,0
preferido voy,1,0
rambla esa,1,0
versos para,1,0
explicarte cã³mo,1,0
tirando pa,1,0
tuve pequeã,1,0
o matarã,1,0
preferido,1,0
ãšltimamente canto,1,0
los mcs,4,2
aquã dentro,1,1
seis,8,3
acertijos,1,0
los inadaptados,1,0
pasa rã,5,0
algo serã,1,0
negro o,1,0
serã por,3,0
sea tan,1,0
mcs que,4,0
abrazarte,3,1
frica,3,1
estar no,1,1
le pertenece,2,0
ahora siempre,1,0
teorã,3,0
guardaba,1,0
mierda mal,1,0
mobb,1,0
guarro,2,0
mi patriarcado,1,0
omega cacoon,1,0
conozco no,3,0
una puta,8,1
ossian y,4,0
fechas,3,0
folle,2,1
â es,5,1
bate pues,1,0
cruzan personajes,2,0
porros,10,0
guarro cien,1,0
go home,1,0
corros y,1,0
lo folle,1,0
otros despistados,1,0
scratch y,1,0
me cruzan,2,0
pierdan el,1,0
queremos paz,1,0
cogollo morado,1,0
en sega,1,0
preparados,2,1
barrios aislados,1,0
mi pasta,1,0
hacienda,2,1
filas de,1,0
alaska o,2,0
que pierdan,1,0
porno,7,0
ves con,1,0
de altercados,1,0
enfadados,3,0
dedos mutilados,1,0
ossian,9,0
sin puros,1,0
improviso hablo,1,0
despistados pianistas,1,0
cuentan los,2,0
rap sin,2,1
un poco,12,5
pelados tengo,1,0
fascistas de,2,0
enciendo esta,1,0
pasta,40,7
porno no,2,0
nacho,7,0
crean filas,1,0
deep,1,0
de alfa,1,0
lao,14,17
estamos enfadados,1,0
hermanos juntos,1,0
cano,2,0
primavera,6,2
cacho,5,3
no queremos,1,1
la renault,1,0
de estado,3,0
ritmos de,1,0
puros con,1,0
aves en,1,0
y nachodowntempo,2,0
primavera b,1,0
hago una,1,0
estado flows,1,0
poco solitario,1,0
drogados,1,0
sabed,2,0
lanzo un,2,0
nachodowntempo son,2,0
pero igual,1,0
de alaska,2,0
o ciego,1,0
en corros,1,0
sin preludios,1,0
mal hecha,1,0
oh rap,1,0
donde es,6,1
te enciendo,1,0
mutilados,2,0
mejor guardo,1,0
lanzo,5,2
pelados,1,0
y amor,4,1
guerra rap,1,0
home run,1,0
en metro,1,0
n tienes,2,0
micrã³fonos,1,0
alfa,1,0
anticuado,1,0
ningãºn matã³n,1,0
secreto de,2,0
pasta debajo,1,0
carro anticuado,1,0
al golf,1,0
las aves,2,0
un carro,1,0
los cadã,1,0
lo conozco,1,0
un hijo,2,0
cien hermanos,1,0
yonkies,2,0
flow pero,2,0
flecha en,1,0
en portales,1,0
manos llegan,1,0
personajes,2,1
escuchando mobb,1,0
golf normal,1,0
tos lados,2,0
rappers o,1,0
altercados,1,0
portales crean,1,0
ni con,8,1
y porros,2,0
enclaustrados yonkies,1,0
manipuladores,1,0
no una,1,1
el control,8,4
de perra,1,0
afilados,1,0
n un,4,0
patriarcado me,1,0
afilados para,1,0
comunas,1,0
no cuentan,1,0
cuando improviso,1,0
pijos,5,1
samples afilados,1,0
pianistas con,1,0
fascistas,4,0
home si,1,0
o legal,1,0
rap porno,1,0
en comunas,1,0
mecha no,1,0
que sereno,1,0
perra chico,1,0
alaska,4,0
rozas y,1,0
ford o,1,0
tienes flow,2,0
esta mecha,1,0
con hacienda,1,0
o andando,1,0
migran,2,0
pianistas,1,0
talla de,2,0
el dãºo,2,1
del poblado,2,0
al otro,8,15
chico yo,1,1
mecha,2,0
preparados y,1,0
globo tus,1,0
en ritmos,1,0
los ves,1,0
cacoon,1,0
en primavera,3,0
bici o,1,0
pues te,2,0
tu mierda,6,0
hecha no,1,0
morado secreto,1,0
matã³n mejor,1,0
puros,1,0
ford,1,0
sabed que,2,0
afiliados monos,1,0
legal,1,0
dolos juegan,1,0
veces se,2,0
y estructuras,1,0
con ningãºn,1,0
filas,2,0
on soldados,1,0
monserga,1,0
andando escuchando,1,0
poblado manipuladores,1,0
queden,1,0
deep en,1,0
cacoon en,1,0
dj que,3,0
pierdan,1,0
sereno,2,0
igual hijo,2,0
control despuã,1,0
yonkies en,1,0
colchã³n,2,2
soldados,2,0
guardo mi,2,0
hacer asientos,1,0
de guerra,8,5
metro bici,1,0
cuando cago,3,0
flecha,3,0
corros,2,0
del globo,4,0
monos drogados,1,0
harã n,1,1
omega,1,0
afiliados,1,0
aislados,2,0
tus ã,4,0
del colchã³n,1,0
cacho de,1,0
traigo rap,1,0
ossian oh,1,0
drogados hacen,1,0
personajes cuando,2,0
renault micrã³fonos,1,0
hacen rimas,1,0
preludios ni,1,0
otro lao,2,0
sega traigo,1,0
samples,2,1
pero en,9,2
donde migran,1,0
huevos pelados,1,0
pero estamos,2,0
un home,1,0
monos,6,1
veres,4,0
aislados tambiã,1,0
o nacho,2,0
rimas enclaustrados,1,0
lao del,2,0
te lanzo,1,0
un dj,3,1
cano sabed,2,0
poblado,2,0
pijos del,1,0
en on,2,0
ni fechas,1,0
cruzan,5,0
run sin,1,0
golf,1,0
bici,1,0
paz y,11,5
cago fascistas,2,0
veres hasta,1,0
enclaustrados,1,0
no que,10,1
anticuado cogollo,1,0
lados samples,1,0
dãºo y,2,0
promos ni,1,0
rap guarro,1,0
andando,6,1
renault,1,0
llegan en,1,0
patriarcado,1,0
migran las,1,0
de nacho,1,0
o afiliados,1,0
fechas te,1,0
nacho yo,1,0
vamos preparados,1,0
queremos ni,1,0
hacienda ni,1,0
altercados queremos,1,0
un scratch,1,0
a omega,1,0
cogollo,1,0
que queden,1,0
alfa a,1,0
mutilados vamos,1,0
improviso,1,0
monserga no,1,0
puta monserga,1,0
sereno o,1,0
nachodowntempo,2,0
manipuladores y,1,0
queden locos,1,0
comunas barrios,1,0
debajo del,1,0
la ford,1,0
preludios,1,0
asientos en,1,0
las rozas,1,0
nacho cano,2,0
flows y,3,0
un cacho,3,1
scratch,6,0
cadã veres,3,0
para rappers,1,0
promos,1,0
sigue a,1,3
cuentan,4,0
aves,2,0
soldados go,1,0
micrã³fonos en,1,0
rozas,1,1
que ossian,2,0
una flecha,3,0
un tã,6,0
ni promos,1,0
porros en,1,0
y pijos,1,0
estructuras son,1,0
mobb deep,1,0
a tos,1,2
talegos,1,0
hijas,3,0
entrarã,1,0
ã³rdenes,1,2
